Hospital_ID,Hospital_Name,Date,Total_Beds,Occupied_Beds,Available_Beds,Total_Admissions,Total_Discharges,Emergency_Admissions,Outpatient_Visits
H003,LifeLine Hospital,2025-07-05,162,112,50,15,19.0,15.0,153.0
H007,Unity Wellness Hospital,2025-06-29,221,156,65,33,5.0,3.0,111.0
H001,MedCare General Hospital,2025-10-05,477,360,117,35,24.0,15.0,89.0
H003,LifeLine Hospital,2025-09-16,162,128,34,23,18.0,9.0,189.0
H003,LifeLine Hospital,2025-12-12,162,131,31,45,28.0,0.0,97.0
H001,MedCare General Hospital,2025-08-10,477,283,194,29,19.0,4.0,196.0
H004,HealthFirst Medical Institute,2025-04-10,290,242,48,25,6.0,11.0,137.0
H002,CityCare Medical Center,2025-07-26,207,136,71,19,33.0,8.0,127.0
H002,CityCare Medical Center,2025/02/16,207,128,79,21,26.0,12.0,127.0
H004,HealthFirst Medical Institute,2025-10-15,290,135,155,35,33.0,6.0,162.0
H003,LifeLine Hospital,2025-09-21,162,112,50,17,21.0,13.0,178.0
H002,CityCare Medical Center,2025-08-09,207,155,52,24,36.0,9.0,159.0
H006,Sunrise Community Hospital,2025-04-23,264,221,43,9,23.0,2.0,131.0
H006,Sunrise Community Hospital,2025-06-10,264,173,91,18,29.0,8.0,141.0
H005,PrimeCare Hospital,2025-01-27,275,199,76,13,16.0,10.0,101.0
H002,CityCare Medical Center,2025-11-06,207,147,60,15,38.0,14.0,52.0
H005,PrimeCare Hospital,2025-10-23,275,152,123,22,33.0,13.0,113.0
H003,LifeLine Hospital,2025-05-06,162,114,48,20,23.0,5.0,134.0
H002,CityCare Medical Center,2025-03-24,207,167,40,25,20.0,5.0,147.0
H003,LifeLine Hospital,2025-11-17,162,97,65,20,12.0,7.0,87.0
H004,HealthFirst Medical Institute,2025-05-08,290,245,45,14,17.0,10.0,111.0
H005,PrimeCare Hospital,2025-12-21,275,228,47,20,35.0,2.0,202.0
H007,Unity Wellness Hospital,2025-04-06,221,149,72,0,23.0,0.0,142.0
H001,MedCare General Hospital,2025-10-22,477,411,66,20,24.0,8.0,88.0
H002,CityCare Medical Center,2025-08-12,207,173,34,21,22.0,11.0,132.0
H003,LifeLine Hospital,2025-11-20,162,100,62,33,13.0,6.0,148.0
H004,HealthFirst Medical Institute,2025-08-27,290,176,114,14,27.0,8.0,148.0
H003,LifeLine Hospital,2025-11-22,162,131,31,13,17.0,3.0,123.0
H007,Unity Wellness Hospital,2025-12-12,221,168,53,30,32.0,10.0,128.0
H002,CityCare Medical Center,2025-03-02,207,162,45,15,29.0,13.0,148.0
H002,CityCare Medical Center,2025-06-19,207,131,76,29,19.0,10.0,79.0
H004,HealthFirst Medical Institute,2025-09-27,290,278,12,39,28.0,5.0,149.0
H007,Unity Wellness Hospital,2025-11-25,221,128,93,36,47.0,5.0,178.0
H003,LifeLine Hospital,2025-11-21,162,141,21,45,29.0,4.0,103.0
H007,Unity Wellness Hospital,2025-06-21,221,144,77,13,32.0,9.0,154.0
H005,PrimeCare Hospital,2025-06-08,275,163,112,31,20.0,8.0,121.0
H004,HealthFirst Medical Institute,2025-08-28,290,217,73,19,24.0,10.0,157.0
H005,PrimeCare Hospital,2025-04-23,275,265,10,26,18.0,3.0,101.0
H007,Unity Wellness Hospital,2025-03-24,221,194,27,20,24.0,5.0,110.0
H005,PrimeCare Hospital,2025-01-28,275,207,68,18,11.0,8.0,145.0
H002,CityCare Medical Center,2025-07-11,207,170,37,19,15.0,4.0,100.0
H005,PrimeCare Hospital,2025-02-09,275,181,94,20,1.0,17.0,112.0
H003,LifeLine Hospital,2025-12-31,162,146,16,28,19.0,7.0,113.0
H007,Unity Wellness Hospital,2025-04-10,221,174,47,21,31.0,12.0,53.0
H002,CityCare Medical Center,2025-07-25,207,135,72,31,25.0,4.0,168.0
H001,MedCare General Hospital,2025-12-19,477,437,40,30,11.0,9.0,110.0
H001,MedCare General Hospital,2025-04-02,477,298,179,24,19.0,4.0,72.0
H006,Sunrise Community Hospital,2025-12-06,264,158,106,24,26.0,2.0,75.0
H004,HealthFirst Medical Institute,2025-01-03,290,234,56,26,18.0,10.0,104.0
H003,LifeLine Hospital,2025-12-20,162,129,33,21,19.0,1.0,72.0
H004,HealthFirst Medical Institute,2025-01-11,290,187,103,33,22.0,9.0,
H006,Sunrise Community Hospital,2025-06-19,264,161,103,30,,12.0,180.0
H006,Sunrise Community Hospital,2025-12-23,264,136,128,18,19.0,10.0,92.0
H001,MedCare General Hospital,2025-12-15,477,337,140,23,33.0,9.0,82.0
H007,Unity Wellness Hospital,2025-02-13,221,164,57,14,23.0,12.0,115.0
H006,Sunrise Community Hospital,2025-05-05,264,210,54,24,18.0,4.0,166.0
H005,PrimeCare Hospital,2025-08-02,275,209,66,29,37.0,10.0,129.0
H004,HealthFirst Medical Institute,2025-08-07,290,233,57,36,25.0,8.0,171.0
H004,HealthFirst Medical Institute,2025-09-23,290,175,115,17,37.0,0.0,85.0
H007,Unity Wellness Hospital,2025-08-31,221,148,73,30,24.0,9.0,182.0
H007,Unity Wellness Hospital,2025-08-17,221,174,47,14,21.0,8.0,146.0
H006,Sunrise Community Hospital,2025-10-30,264,154,110,18,20.0,4.0,118.0
H002,CityCare Medical Center,2025-03-30,207,178,29,10,19.0,10.0,116.0
H003,LifeLine Hospital,2025-07-03,162,105,57,31,35.0,4.0,120.0
H004,HealthFirst Medical Institute,2025-09-29,290,224,66,18,24.0,4.0,135.0
H001,MedCare General Hospital,2025-02-07,477,384,93,28,17.0,8.0,59.0
H003,LifeLine Hospital,2025-09-02,162,158,4,35,25.0,4.0,95.0
H006,Sunrise Community Hospital,2025-01-10,264,155,109,25,14.0,11.0,164.0
H007,Unity Wellness Hospital,2025-07-14,221,178,43,27,19.0,9.0,100.0
H001,MedCare General Hospital,2025-02-09,477,365,112,17,24.0,9.0,74.0
H004,HealthFirst Medical Institute,2025-07-27,290,262,28,32,21.0,5.0,125.0
H001,MedCare General Hospital,2025-06-19,477,371,106,27,18.0,18.0,98.0
H006,Sunrise Community Hospital,2025-02-09,264,175,89,21,11.0,9.0,62.0
H007,Unity Wellness Hospital,2025-12-14,221,201,20,5,33.0,5.0,116.0
H004,HealthFirst Medical Institute,2025-10-20,290,225,65,36,20.0,7.0,67.0
H002,CityCare Medical Center,2025-09-27,207,125,82,29,30.0,3.0,79.0
H004,HealthFirst Medical Institute,2025-11-07,290,222,68,27,14.0,4.0,132.0
H002,CityCare Medical Center,2025/08/03,207,202,5,8,21.0,8.0,131.0
H007,Unity Wellness Hospital,2025-06-15,221,141,80,13,21.0,8.0,86.0
H003,LifeLine Hospital,2025-06-12,162,139,23,39,33.0,12.0,96.0
H003,LifeLine Hospital,2025-02-20,162,105,57,23,16.0,15.0,184.0
H001,MedCare General Hospital,2025-06-09,477,403,74,24,24.0,11.0,121.0
H007,Unity Wellness Hospital,2025-03-14,221,155,66,16,13.0,5.0,113.0
H004,HealthFirst Medical Institute,2025-04-29,290,199,91,18,30.0,13.0,100.0
H001,MedCare General Hospital,2025-03-03,477,350,127,35,28.0,6.0,111.0
H003,LifeLine Hospital,2025-04-30,162,86,76,26,27.0,17.0,117.0
H005,PrimeCare Hospital,2025-06-17,275,193,82,17,11.0,11.0,133.0
H007,Unity Wellness Hospital,2025-10-12,221,166,55,23,16.0,11.0,86.0
H003,LifeLine Hospital,2025-11-10,162,126,36,27,19.0,6.0,72.0
H005,PrimeCare Hospital,2025-09-15,275,216,59,39,18.0,0.0,111.0
H006,Sunrise Community Hospital,2025-07-12,264,195,69,17,30.0,3.0,180.0
H003,LifeLine Hospital,2025-12-07,162,128,34,28,33.0,9.0,98.0
H001,MedCare General Hospital,2025-02-23,477,272,205,38,20.0,3.0,125.0
H005,PrimeCare Hospital,2025-07-20,275,245,30,21,25.0,6.0,153.0
H002,CityCare Medical Center,2025-05-21,207,161,46,28,40.0,11.0,74.0
H003,LifeLine Hospital,2025-01-23,162,122,40,24,30.0,5.0,129.0
H004,HealthFirst Medical Institute,2025-12-23,290,272,18,24,19.0,11.0,218.0
H005,PrimeCare Hospital,2025-09-24,275,154,121,22,33.0,15.0,75.0
H005,PrimeCare Hospital,2025-03-26,275,192,83,36,24.0,9.0,185.0
H004,HealthFirst Medical Institute,2025-01-23,290,183,107,19,33.0,0.0,181.0
H006,Sunrise Community Hospital,2025-10-09,264,238,26,20,30.0,7.0,55.0
H003,LifeLine Hospital,2025-02-11,162,113,49,13,18.0,11.0,112.0
H007,Unity Wellness Hospital,2025-07-31,221,163,58,29,21.0,8.0,103.0
H007,Unity Wellness Hospital,2025-07-13,221,166,55,31,28.0,12.0,100.0
H003,LifeLine Hospital,2025-12-22,162,129,33,32,17.0,8.0,49.0
H006,Sunrise Community Hospital,2025-07-19,264,258,6,21,11.0,11.0,108.0
H004,HealthFirst Medical Institute,2025-09-25,290,224,66,13,7.0,5.0,63.0
H004,HealthFirst Medical Institute,2025-04-23,290,211,79,31,30.0,2.0,152.0
H006,Sunrise Community Hospital,2025-02-19,264,142,122,24,26.0,6.0,87.0
H004,HealthFirst Medical Institute,2025-05-17,290,224,66,23,24.0,5.0,57.0
H004,HealthFirst Medical Institute,2025-06-08,290,213,77,25,31.0,12.0,139.0
H003,LifeLine Hospital,2025-08-22,162,111,51,35,29.0,5.0,108.0
H005,PrimeCare Hospital,2025-12-16,275,149,126,35,22.0,8.0,155.0
H002,CityCare Medical Center,2025-02-03,207,168,39,31,29.0,13.0,134.0
H002,CityCare Medical Center,2025-08-08,207,131,76,30,23.0,8.0,123.0
H003,LifeLine Hospital,2025-08-07,162,126,36,28,27.0,9.0,184.0
H002,CityCare Medical Center,2025-12-06,207,161,46,5,37.0,5.0,96.0
H002,CityCare Medical Center,2025-03-08,207,133,74,21,34.0,7.0,142.0
H001,MedCare General Hospital,2025-10-20,477,335,142,15,17.0,8.0,96.0
H006,Sunrise Community Hospital,2025-05-06,264,174,90,26,26.0,4.0,101.0
H007,Unity Wellness Hospital,2025-08-01,221,142,79,31,30.0,6.0,120.0
H005,PrimeCare Hospital,2025-05-27,275,184,91,37,30.0,14.0,106.0
H001,MedCare General Hospital,2025-01-03,477,316,161,21,8.0,9.0,51.0
H002,CityCare Medical Center,2025-07-31,207,93,114,8,27.0,6.0,10.0
H007,Unity Wellness Hospital,2025-05-13,221,176,45,45,16.0,10.0,105.0
H001,MedCare General Hospital,2025-12-06,477,454,23,16,28.0,6.0,127.0
H004,HealthFirst Medical Institute,2025-03-12,290,150,140,24,25.0,9.0,174.0
H003,LifeLine Hospital,2025-07-15,162,141,21,19,32.0,6.0,137.0
H001,MedCare General Hospital,2025-09-23,477,230,247,17,14.0,8.0,143.0
H002,CityCare Medical Center,2025-01-12,207,173,34,37,19.0,4.0,118.0
H001,MedCare General Hospital,2025-09-29,477,195,282,20,12.0,10.0,127.0
H002,CityCare Medical Center,2025-11-28,207,141,66,4,23.0,4.0,79.0
H007,Unity Wellness Hospital,2025-03-06,221,208,13,21,30.0,6.0,148.0
H001,MedCare General Hospital,2025-09-02,477,275,202,27,27.0,11.0,112.0
H005,PrimeCare Hospital,2025-05-30,275,224,51,19,13.0,6.0,123.0
H002,CityCare Medical Center,2025-04-22,207,125,82,17,23.0,10.0,121.0
H006,Sunrise Community Hospital,2025-04-28,264,156,108,30,21.0,,138.0
H004,HealthFirst Medical Institute,2025-07-23,290,212,78,17,29.0,12.0,78.0
H004,HealthFirst Medical Institute,2025-09-15,290,237,53,23,37.0,10.0,35.0
H006,Sunrise Community Hospital,2025-12-19,264,224,40,18,34.0,5.0,145.0
H004,HealthFirst Medical Institute,2025-10-01,290,186,104,20,17.0,16.0,217.0
H001,MedCare General Hospital,2025-09-08,477,362,115,31,26.0,1.0,169.0
H002,CityCare Medical Center,2025-02-18,207,134,73,5,35.0,5.0,157.0
H005,PrimeCare Hospital,2025-11-25,275,244,31,39,26.0,8.0,80.0
H005,PrimeCare Hospital,2025-10-05,275,208,67,16,40.0,14.0,125.0
H001,MedCare General Hospital,2025-11-07,477,337,140,23,17.0,5.0,110.0
H003,LifeLine Hospital,2025-06-13,162,94,68,31,24.0,10.0,135.0
H004,HealthFirst Medical Institute,2025-02-06,290,180,110,33,35.0,8.0,93.0
H007,Unity Wellness Hospital,2025-10-24,221,194,27,37,26.0,2.0,88.0
H001,MedCare General Hospital,2025-01-16,477,390,87,25,24.0,7.0,40.0
H002,CityCare Medical Center,2025-12-23,207,129,78,18,13.0,13.0,103.0
H007,Unity Wellness Hospital,2025-03-02,221,193,28,24,29.0,5.0,107.0
H003,LifeLine Hospital,2025-09-09,162,134,28,21,26.0,4.0,87.0
H006,Sunrise Community Hospital,2025-12-04,264,167,97,26,25.0,8.0,101.0
H006,Sunrise Community Hospital,2025-08-31,264,187,77,18,19.0,15.0,74.0
H001,MedCare General Hospital,2025-12-30,477,292,185,7,22.0,6.0,80.0
H005,PrimeCare Hospital,2025-01-06,275,221,54,34,12.0,10.0,101.0
H001,MedCare General Hospital,2025-07-02,477,325,152,26,36.0,9.0,116.0
H003,LifeLine Hospital,2025-09-13,162,106,56,21,13.0,9.0,114.0
H005,PrimeCare Hospital,2025-08-20,275,222,53,33,17.0,9.0,183.0
H004,HealthFirst Medical Institute,2025-07-15,290,199,91,32,19.0,4.0,59.0
H004,HealthFirst Medical Institute,2025-05-12,290,219,71,20,24.0,16.0,87.0
H004,HealthFirst Medical Institute,2025-01-27,290,216,74,14,31.0,7.0,121.0
H001,MedCare General Hospital,2025-07-07,477,314,163,16,25.0,11.0,97.0
H002,CityCare Medical Center,2025-09-12,207,180,27,33,22.0,11.0,143.0
H007,Unity Wellness Hospital,2025-06-01,221,179,42,18,33.0,11.0,116.0
H004,HealthFirst Medical Institute,2025-03-22,290,174,116,12,17.0,10.0,132.0
H002,CityCare Medical Center,2025-09-07,207,117,90,38,37.0,9.0,90.0
H005,PrimeCare Hospital,2025-04-29,275,203,72,33,15.0,4.0,42.0
H003,LifeLine Hospital,2025-09-22,162,146,16,24,7.0,4.0,61.0
H003,LifeLine Hospital,2025-07-24,162,129,33,11,15.0,10.0,152.0
H002,CityCare Medical Center,2025-01-07,207,132,75,36,26.0,7.0,130.0
H007,Unity Wellness Hospital,2025-08-20,221,128,93,23,24.0,17.0,106.0
H002,CityCare Medical Center,2025-08-17,207,142,65,27,9.0,6.0,130.0
H002,CityCare Medical Center,2025-12-28,207,163,44,19,29.0,8.0,136.0
H006,Sunrise Community Hospital,2025-04-26,264,182,82,28,24.0,11.0,141.0
H002,CityCare Medical Center,2025-11-19,207,171,36,29,13.0,3.0,131.0
H005,PrimeCare Hospital,2025-10-16,275,173,102,37,31.0,9.0,202.0
H001,MedCare General Hospital,2025-05-17,477,384,93,15,27.0,6.0,71.0
H002,CityCare Medical Center,2025-09-21,207,170,37,7,19.0,7.0,137.0
H001,MedCare General Hospital,2025-12-01,477,329,148,22,16.0,7.0,184.0
H005,PrimeCare Hospital,2025-04-08,275,199,76,25,23.0,6.0,165.0
H006,Sunrise Community Hospital,2025-04-10,264,201,63,20,31.0,9.0,70.0
H004,HealthFirst Medical Institute,2025-01-15,290,150,140,41,20.0,10.0,173.0
H004,HealthFirst Medical Institute,2025-06-21,290,254,36,14,21.0,7.0,115.0
H006,Sunrise Community Hospital,2025-02-24,264,212,52,30,19.0,7.0,145.0
H002,CityCare Medical Center,2025-12-12,207,135,72,12,44.0,10.0,46.0
H003,LifeLine Hospital,2025-11-06,162,108,54,33,17.0,7.0,157.0
H004,HealthFirst Medical Institute,2025-10-10,290,180,110,13,18.0,13.0,116.0
H005,PrimeCare Hospital,2025-03-03,275,173,102,17,20.0,6.0,118.0
H007,Unity Wellness Hospital,2025-06-20,221,159,62,25,20.0,6.0,122.0
H004,HealthFirst Medical Institute,2025-01-18,290,172,118,24,29.0,6.0,121.0
H002,CityCare Medical Center,2025-04-11,207,165,42,16,,7.0,153.0
H006,Sunrise Community Hospital,2025-06-28,264,191,73,16,18.0,10.0,191.0
H007,Unity Wellness Hospital,2025-12-13,221,171,50,26,11.0,11.0,84.0
H006,Sunrise Community Hospital,2025-05-08,264,145,119,18,26.0,9.0,125.0
H004,HealthFirst Medical Institute,2025-01-10,290,182,108,19,19.0,12.0,85.0
H004,HealthFirst Medical Institute,2025-12-31,290,194,96,18,18.0,4.0,164.0
H001,MedCare General Hospital,2025-12-05,477,377,100,21,13.0,12.0,125.0
H007,Unity Wellness Hospital,2025-05-02,221,172,49,28,24.0,0.0,75.0
H006,Sunrise Community Hospital,2025-11-21,264,187,77,23,8.0,5.0,113.0
H004,HealthFirst Medical Institute,2025-11-05,290,222,68,24,34.0,5.0,122.0
H004,HealthFirst Medical Institute,2025-07-29,290,196,94,24,30.0,7.0,164.0
H006,Sunrise Community Hospital,2025-11-28,264,150,114,11,30.0,6.0,183.0
H003,LifeLine Hospital,2025-03-28,162,128,34,19,8.0,15.0,172.0
H003,LifeLine Hospital,2025-12-04,162,106,56,20,21.0,5.0,150.0
H001,MedCare General Hospital,2025-10-02,477,333,144,38,11.0,3.0,178.0
H005,PrimeCare Hospital,2025-11-28,275,232,43,15,31.0,7.0,108.0
H003,LifeLine Hospital,2025-05-16,162,136,26,20,37.0,12.0,103.0
H001,MedCare General Hospital,2025-04-12,477,315,162,20,24.0,5.0,86.0
H005,PrimeCare Hospital,2025-06-14,275,235,40,15,23.0,10.0,106.0
H001,MedCare General Hospital,2025-04-18,477,346,131,18,32.0,7.0,96.0
H007,Unity Wellness Hospital,2025-12-30,221,175,46,25,22.0,9.0,124.0
H005,PrimeCare Hospital,2025-04-11,275,170,105,19,25.0,5.0,113.0
H005,PrimeCare Hospital,2025-05-05,275,241,34,34,34.0,3.0,107.0
H004,HealthFirst Medical Institute,2025-07-10,290,226,64,18,34.0,15.0,101.0
H006,Sunrise Community Hospital,2025-11-25,264,219,45,0,30.0,0.0,200.0
H005,PrimeCare Hospital,2025-12-12,275,220,55,21,26.0,13.0,92.0
H004,HealthFirst Medical Institute,2025-07-06,290,255,35,24,20.0,10.0,127.0
H005,PrimeCare Hospital,2025-09-01,275,205,70,17,18.0,14.0,165.0
H002,CityCare Medical Center,2025-12-14,207,154,53,18,33.0,0.0,158.0
H001,MedCare General Hospital,2025-03-14,477,373,104,37,27.0,8.0,147.0
H006,Sunrise Community Hospital,2025-03-11,264,203,61,37,19.0,1.0,34.0
H007,Unity Wellness Hospital,2025-10-05,221,124,97,22,27.0,11.0,138.0
H002,CityCare Medical Center,2025-04-27,207,182,25,14,30.0,12.0,74.0
H005,PrimeCare Hospital,2025-11-23,275,185,90,26,16.0,9.0,145.0
H007,Unity Wellness Hospital,08/04/2025,221,172,49,15,12.0,15.0,157.0
H004,HealthFirst Medical Institute,2025-03-18,290,146,144,7,21.0,6.0,94.0
H006,Sunrise Community Hospital,2025-09-27,264,206,58,25,16.0,7.0,134.0
H005,PrimeCare Hospital,2025-02-20,275,209,66,40,14.0,2.0,154.0
H002,CityCare Medical Center,2025-02-10,207,153,54,39,25.0,13.0,100.0
H003,LifeLine Hospital,2025-01-28,162,105,57,27,25.0,5.0,172.0
H005,PrimeCare Hospital,2025-02-27,275,170,105,16,27.0,12.0,126.0
H007,Unity Wellness Hospital,2025-07-17,221,166,55,31,18.0,6.0,186.0
H004,HealthFirst Medical Institute,2025-10-07,290,223,67,30,20.0,3.0,66.0
H006,Sunrise Community Hospital,2025-02-06,264,219,45,31,25.0,10.0,161.0
H006,Sunrise Community Hospital,2025-07-25,264,191,73,18,12.0,7.0,123.0
H003,LifeLine Hospital,2025-01-14,162,113,49,50,22.0,18.0,115.0
H003,LifeLine Hospital,2025-03-18,162,133,29,13,1.0,4.0,87.0
H007,Unity Wellness Hospital,2025-06-30,221,171,50,26,27.0,13.0,97.0
H004,HealthFirst Medical Institute,2025-10-19,290,181,109,31,23.0,9.0,155.0
H006,Sunrise Community Hospital,2025-06-22,264,177,87,22,16.0,1.0,89.0
H005,PrimeCare Hospital,2025-02-19,275,213,62,25,29.0,5.0,187.0
H001,MedCare General Hospital,2025-05-29,477,238,239,14,24.0,6.0,140.0
H004,HealthFirst Medical Institute,2025-07-18,290,236,54,18,28.0,7.0,93.0
H005,PrimeCare Hospital,2025-02-22,275,147,128,15,30.0,12.0,134.0
H002,CityCare Medical Center,2025-11-24,207,191,16,40,32.0,9.0,127.0
H003,LifeLine Hospital,2025-03-30,162,95,67,36,25.0,8.0,169.0
H006,Sunrise Community Hospital,2025-01-25,264,165,99,28,34.0,5.0,52.0
H005,PrimeCare Hospital,2025-02-28,275,170,105,29,23.0,5.0,177.0
H005,PrimeCare Hospital,2025-12-11,275,204,71,37,31.0,4.0,121.0
H002,CityCare Medical Center,2025-12-03,207,114,93,27,28.0,8.0,98.0
H007,Unity Wellness Hospital,2025-03-23,221,196,25,25,18.0,11.0,131.0
H003,LifeLine Hospital,2025-07-11,162,111,51,22,29.0,10.0,86.0
H003,LifeLine Hospital,2025-06-25,162,138,24,13,23.0,12.0,97.0
H002,CityCare Medical Center,2025-03-31,207,157,50,21,24.0,6.0,76.0
H005,PrimeCare Hospital,2025-04-13,275,217,58,23,20.0,9.0,124.0
H006,Sunrise Community Hospital,2025-03-04,264,145,119,25,30.0,8.0,115.0
H006,Sunrise Community Hospital,2025-11-26,264,229,35,37,34.0,12.0,199.0
H001,MedCare General Hospital,2025-06-17,477,356,121,37,31.0,5.0,111.0
H003,LifeLine Hospital,2025-01-01,162,124,38,29,17.0,10.0,125.0
H007,Unity Wellness Hospital,2025-06-18,221,117,104,37,24.0,15.0,172.0
H001,MedCare General Hospital,2025-01-27,477,254,223,25,27.0,4.0,83.0
H005,PrimeCare Hospital,2025-07-12,275,180,95,38,23.0,8.0,31.0
H005,PrimeCare Hospital,2025-09-16,275,246,29,11,25.0,11.0,116.0
H003,LifeLine Hospital,2025-09-25,162,148,14,23,25.0,9.0,215.0
H004,HealthFirst Medical Institute,2025-03-23,290,125,165,36,11.0,11.0,60.0
H003,LifeLine Hospital,2025-11-07,162,110,52,20,30.0,9.0,215.0
H005,PrimeCare Hospital,2025-09-06,275,187,88,14,23.0,6.0,122.0
H004,HealthFirst Medical Institute,2025-08-15,290,149,141,18,17.0,9.0,128.0
H006,Sunrise Community Hospital,2025-06-13,264,172,92,39,38.0,17.0,112.0
H001,MedCare General Hospital,2025-02-11,477,289,188,29,28.0,11.0,274.0
H005,PrimeCare Hospital,2025-10-17,275,175,100,24,8.0,7.0,107.0
H005,PrimeCare Hospital,2025-09-11,275,198,77,34,27.0,11.0,51.0
H006,Sunrise Community Hospital,2025-03-22,264,164,100,15,25.0,10.0,113.0
H004,HealthFirst Medical Institute,2025-12-19,290,253,37,22,16.0,10.0,80.0
H004,HealthFirst Medical Institute,2025-08-16,290,232,58,32,41.0,4.0,150.0
H002,CityCare Medical Center,2025-09-02,207,98,109,34,27.0,7.0,167.0
H004,HealthFirst Medical Institute,2025-02-07,290,206,84,17,12.0,9.0,100.0
H001,MedCare General Hospital,2025-01-29,477,356,121,35,25.0,2.0,130.0
H002,CityCare Medical Center,2025-03-18,207,160,47,36,21.0,10.0,119.0
H006,Sunrise Community Hospital,2025-05-21,264,141,123,11,28.0,6.0,93.0
H007,Unity Wellness Hospital,2025-05-14,221,159,62,22,25.0,12.0,156.0
H002,CityCare Medical Center,2025-05-09,207,171,36,18,29.0,9.0,111.0
H004,HealthFirst Medical Institute,2025-06-13,290,200,90,36,27.0,11.0,72.0
H007,Unity Wellness Hospital,2025-08-27,221,128,93,16,36.0,10.0,105.0
H001,MedCare General Hospital,2025-08-25,477,353,124,36,11.0,12.0,80.0
H002,CityCare Medical Center,2025-07-06,207,137,70,26,14.0,5.0,144.0
H002,CityCare Medical Center,2025-06-05,207,102,105,29,14.0,6.0,95.0
H007,Unity Wellness Hospital,2025-09-30,221,202,19,28,13.0,5.0,104.0
H004,HealthFirst Medical Institute,2025-05-18,290,213,77,31,11.0,3.0,183.0
H004,HealthFirst Medical Institute,2025-02-13,290,211,79,11,15.0,10.0,188.0
H002,CityCare Medical Center,2025-12-22,207,128,79,19,24.0,17.0,151.0
H006,Sunrise Community Hospital,2025-07-03,264,193,71,23,24.0,7.0,86.0
H007,Unity Wellness Hospital,2025-03-20,221,157,64,20,24.0,7.0,124.0
H001,MedCare General Hospital,2025-02-28,477,331,146,21,30.0,6.0,134.0
H002,CityCare Medical Center,2025-09-24,207,108,99,15,34.0,9.0,132.0
H004,HealthFirst Medical Institute,2025-03-28,290,195,95,23,37.0,0.0,83.0
H005,PrimeCare Hospital,2025-09-29,275,159,116,22,24.0,15.0,125.0
H002,CityCare Medical Center,2025-08-16,207,128,79,20,15.0,6.0,168.0
H004,HealthFirst Medical Institute,2025-07-28,290,184,106,38,2.0,9.0,133.0
H007,Unity Wellness Hospital,2025-02-16,221,77,144,21,20.0,12.0,101.0
H003,LifeLine Hospital,2025-07-29,162,112,50,29,25.0,14.0,101.0
H007,Unity Wellness Hospital,2025-07-18,221,185,36,31,27.0,12.0,200.0
H004,HealthFirst Medical Institute,2025-06-04,290,226,64,29,10.0,11.0,160.0
H003,LifeLine Hospital,2025-06-24,162,107,55,33,40.0,10.0,167.0
H004,HealthFirst Medical Institute,2025-07-04,290,236,54,25,31.0,3.0,62.0
H006,Sunrise Community Hospital,2025-08-12,264,243,21,19,28.0,7.0,184.0
H007,Unity Wellness Hospital,2025-09-29,221,141,80,30,28.0,13.0,195.0
H006,Sunrise Community Hospital,2025-11-15,264,141,123,25,35.0,11.0,128.0
H005,PrimeCare Hospital,2025-02-08,275,189,86,18,24.0,6.0,77.0
H007,Unity Wellness Hospital,2025-06-27,221,159,62,24,39.0,10.0,124.0
H006,Sunrise Community Hospital,2025-07-08,264,188,76,22,25.0,10.0,105.0
H002,CityCare Medical Center,2025-12-08,207,186,21,39,14.0,8.0,203.0
H003,LifeLine Hospital,2025-10-20,162,107,55,45,12.0,8.0,114.0
H003,LifeLine Hospital,2025-01-16,162,127,35,28,14.0,13.0,27.0
H006,Sunrise Community Hospital,2025-04-13,264,145,119,24,19.0,14.0,110.0
H005,PrimeCare Hospital,2025-02-12,275,255,20,44,20.0,9.0,72.0
H002,CityCare Medical Center,2025-05-29,207,138,69,17,30.0,11.0,110.0
H001,MedCare General Hospital,2025-03-23,477,379,98,16,24.0,8.0,140.0
H007,Unity Wellness Hospital,2025-03-27,221,114,107,24,28.0,12.0,122.0
H004,HealthFirst Medical Institute,2025-08-02,290,218,72,3,22.0,1.0,123.0
H003,LifeLine Hospital,2025-07-04,162,105,57,22,19.0,12.0,90.0
H007,Unity Wellness Hospital,2025-11-30,221,172,49,38,27.0,11.0,129.0
H006,Sunrise Community Hospital,2025-03-30,264,193,71,17,41.0,11.0,104.0
H001,MedCare General Hospital,2025-05-31,477,290,187,14,32.0,5.0,82.0
H003,LifeLine Hospital,2025-02-14,162,89,73,26,12.0,4.0,90.0
H001,MedCare General Hospital,2025-11-26,477,367,110,23,33.0,12.0,223.0
H001,MedCare General Hospital,2025-01-07,477,308,169,39,15.0,8.0,152.0
H003,LifeLine Hospital,2025-08-02,162,115,47,44,29.0,13.0,124.0
H006,Sunrise Community Hospital,2025-12-28,264,177,87,39,24.0,4.0,129.0
H003,LifeLine Hospital,2025-01-05,162,136,26,31,30.0,4.0,117.0
H003,LifeLine Hospital,2025-06-29,162,127,35,24,27.0,8.0,110.0
H002,CityCare Medical Center,2025-04-14,207,166,41,28,19.0,10.0,33.0
H001,MedCare General Hospital,2025-07-01,477,346,131,14,29.0,11.0,206.0
H001,MedCare General Hospital,2025-06-14,477,313,164,36,21.0,18.0,102.0
H002,CityCare Medical Center,2025-03-28,207,158,49,32,3.0,7.0,127.0
H002,CityCare Medical Center,2025-05-06,207,126,81,18,18.0,8.0,147.0
